Input.hotel_name,Input.hotel_address,Input.p-slot0,Input.p-slot1,Input.p-slot2,Input.p-slot3,Input.p-slot4,Input.p-slot5,Input.r-slot0,Input.r-slot1,Input.r-slot2,Input.r-slot3,Answer.turn_01_agent,Answer.turn_02_customer,Answer.turn_03_agent,Answer.turn_04_customer,Answer.turn_05_agent,Answer.turn_06_customer,Answer.turn_07_agent,Answer.turn_08_customer,Answer.turn_09_agent,Answer.turn_10_customer,Answer.turn_11_agent,Answer.turn_12_customer,Answer.turn_13_agent,Answer.turn_14_customer
Hilton San Diego Resort & Spa,"1775 East Mission Bay Drive, San Diego, CA 92109, USA",feels_modern,feels_upscale,feels_chic,feels_contemporary,has_bar_onsite,has_restaurant,has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_patio_in_rooms,"I understand you are looking at an upscale, resort for your family, is that correct?",Yes.,"Great. The Hilton San Diego Resort & Spa has a nice chic feel to it. It's a modern, contemporary place.",That sounds nice. What are the rooms like?,Each room is nicely equipped with a a minifridge and coffee.,How about the views?,The views are amazing and each room has a balcony and patio for your to enjoy the views.,Are there places nearby to eat?,"There are, but you don't even need to leave the resort. There is a restaurant and bar onsite.",That sounds great. Where is it located?,"It is in a great location at 1775 East Mission Bay Drive, San Diego, CA 92109.",I'll take it.,{},{}
Holiday Inn & Suites Chicago-Downtown,"506 W Harrison St, Chicago, IL 60607, USA",feels_modern,has_business_center,feels_upscale,feels_contemporary,has_bar_onsite,is_open_seasonally,has_desk_in_rooms,has_coffee_in_rooms,has_kitchenette_in_rooms,has_microwave_in_rooms,"I understand you are looking for a hotel in the Chicago area, correct?","Yes, a nice place please.",No problem. What amenities are you looking for?,"I want a nice place, that we can get something to eat nearby. We'll be going in the summer.","The Holiday Inn & Suites Chicago-Downtown at 506 W Harrison St, Chicago, IL 60607 is open seasonally.",What else can you tell me about it?,"It a an upscale, modern resort with a contemporary feel. There is a bar onsite for your pleasure as well.",How are the rooms?,"Each room has a kitchenette with a microwave and of course, coffee in the rooms.","My partner might have to do a little work while we are there, is there a place for that?","Yes, there is a business center onsite, as well as a desk in each room.",I'd like to book it please.,{},{}
Holiday Inn San Antonio Riverwalk,"217 North St Mary's Street, San Antonio, TX 78205, USA",has_business_center,feels_upscale,feels_luxury,has_bar_onsite,has_fitness_room,has_restaurant,has_balcony_in_rooms,has_desk_in_rooms,has_hardwood_floor_rooms,has_minifridge_in_rooms,Welcome! What can I find for you?,I need a room in San Antonio. I've got business there.,What part of town?,Along the river please.,"Sure, the Holiday Inn San Antonio Riverwalk at 21 7 North St Mary's Street, San Antonio, TX 78205, USA will be good for you. The property is an upscale, luxury hotel.","Alright, that sounds nice so far. Will I have a place to do my work?","Sure, there is a business center located in the property and a desk in the room as well.",Perfect. What other amenities are in the rooms?,"The rooms are lovely. They have hardwood floors, each room has a balcony with gorgeous views as well.",Nice. Is there a restaurant?,"Yes, there is a restaurant and bar onsite for your pleasure, along with a minifridge in each room.",How about a fitness center?,"Yes, there is a fitness center as well, for all your exercise needs.",Great!
Hotel Edison,"228 West 47th Street, New York, NY 10036, USA",has_bar_onsite,has_ballroom,feels_no_frills,has_business_center,has_fitness_center,has_onsite_cafe,has_desk_in_rooms,has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,"Hello, what kind of property are you looking for?"," I want a fancy hotel to impress my wife for our anniversary, but not too flashy. I'm taking her to New York."," Wow, sounds lovely! The Hotel Edison will be a good fit for you. It is a lovely, hotel with a no frills feel."," Alright, is there a restaurant onsite?", There is a bar onsite and onsite cafe for your pleasure. Along with coffee in the room and a minifridge in the room if you need that as well., Are the rooms nice?," Yes, all rooms are upgraded, and there are desks in the rooms if you need to do some work while you are here. The hotel also has a business center for the same reason if needed."," Is there a disco or lounge close, my wife and I like to dance."," You don't even need to leave the hotel, there is a ballroom right in the hotel, it is stunning."," Great, how about a jogging trail? I think I might need to jog after all the food I eat."," No need to worry about that, the hotel also has a fitness center. Shall I book it for you?"," Yes, please. Can you give me the exact address please."," Certainly, it is 228 West 47th Street, New York, NY 10036, USA. ",{}
Hotel Novotel New York Times Square,"226 West 52nd Street, New York, NY 10019, USA",feels_contemporary,has_bar_onsite,feels_casual,feels_relaxing,feels_modern,feels_chic,has_room_service,has_sofa_bed,has_terrace,has_terrace_in_rooms,"Welcome, what kind of property are you looking for?","Not sure, but I want it in Times Square with a view.",The Hotel Novotel New York Times Square will be a good fit for you.,"Okay, what all does it have?","The property has a sofa bed, terrace and a terrace in each room to see the amazing city.",Is it very uppity?,"No, not at all. It definitely has a casual, chic feel to it, even though the property has a modern, contemporary decor.","So, it's not too stuffy of a place?","No, it definitely has a relaxing feel.",What else does it have?,"There is a bar onsite, and room service is offered as well.",Sounds nice and this place is located in Times Square?,"Yes, it is located at 226 West 52nd Street, New York, NY 10019.",{}
Hyatt Regency Boston,"1 Avenue de Lafayette, Boston, MA 02111, USA",has_business_center,has_bar_onsite,feels_upscale,feels_modern,feels_contemporary,feels_luxury,has_coffee_in_rooms,has_desk_in_rooms,has_rooms_upgraded,has_room_service,Welcome!,"Hi, I have a meeting I have to attend in Boston and I need to get a room.",I can certainly help you. What are you looking for?,Well I need to be able to work and I don't want to go far to eat.,"The Hyatt Regency Boston will be great for you. It is an upscale modern, contemporary hotel.",It's a nice place?,"Absolutely, it definitely has a luxury feel. There is also a business center onsite with a desk in the rooms so you can get some work done.",Can I get something to eat or drink close?,Yes. There is a bar onsite and each upgraded room offers room service as well. Of course there is coffee available in each room also.,Perfect. What is the address please?,"The Hyatt Regency Boston is located at 1 Avenue de Lafayette, Boston, MA 02111.",{},{},{}
"Club Quarters Hotel, Wacker at Michigan","75 East Wacker Drive, Chicago, IL 60601, United States",feels_modern,feels_casual,has_bar_onsite,feels_contemporary,feels_relaxing,has_event_space,has_coffee_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_kitchenette_in_rooms,"Hi, how can I help you?","Hello, I am going on a trip to Chicago and was looking to find a hotel for 3 days.","Sure, I will be glad to help you with that. What kind of hotel are you look for?",I would like to find a hotel in which I could cook. Eating out is expensive on vacations and I would like to save as much money as I can.,"Of course! I would recommend the Club Quarters Hotel, Wacker at Michigan. This hotel has a microwave, minifridge, and a kitchenette in each of the rooms.",Perfect! That's just what I need. Does the hotel have entertainment?,"Yes. This hotel has an event space that hosts occasional concerts for their customers. Additionally, there is an onsite bar which is perfect when you feel like having a drink.",What about the feel of the hotel?,"This hotel is very contemporary. It was recently built, so it has a very modern and casual feel.","That sounds lovely, but is it very crowded?","Do not worry. All of my customers said that this hotel is very relaxing, as the customer service is top notch.","I completely forgot...does this hotel have coffee in the rooms? I cannot live without coffee in the morning. If it does, I am ready to book.","That's great. You will love this hotel, because an abundance of different flavors of coffee are provided in each of the rooms. Your room is set and I just sent you the itinerary. The hotel is located at 75 East Wacker Drive, Chicago, IL 60601, United States. Thank you for being our customer.",I can't wait! Thank you very much.
Comfort Inn Downtown Nashville-Vanderbilt,"1501 Demonbreun St, Nashville, TN 37203, USA",feels_casual,feels_relaxing,has_business_center,has_free_breakfast,has_free_parking,has_roadside_lodging,has_coffee_in_rooms,has_private_bathroom_outside_room,has_microwave_in_rooms,has_minifridge_in_rooms,"Hello, how can I help you today?","Hi, I am going to Nashville Tennessee for a 2 week trip.",I see. Have you been to Nashville before?,"No, this is my first time. I am looking for a hotel that is very convenient, yet affordable.",I see. Let me look for hotels in the Nashville area. Are you okay with roadside lodging?,"If the price is good, I am perfectly fine with that.","Great! I recommend the Comfort Inn Downtown Nashville-Vanderbilt. The exact address is 1501 Demonbreun St, Nashville, TN 37203, USA. This inn is conveniently located and is very affordable.",Do I have to pay for parking? I am bringing my car and I do not want to spend money on parking.,Do not worry. This inn conveniently has free parking.,Could you describe the feel of the inn and room amenities?,"Of course. The inn is very relaxing and has a casual feel. Additionally, there is a business center which allows you to work while on the trip. Regarding the room amenities, a microwave and minifridge can be found in all rooms. Private bathrooms are also located outside of the room.","That's perfect. I have heard that inn's provide free food, is that true?",This inn provides free breakfast starting 6AM and coffee is provided in all rooms.,That's great! Book me today!
Crowne Plaza South Beach - Z Ocean Hotel,"1437 Collins Avenue, Miami Beach, FL 33139, United States",feels_elegant,has_business_center,has_boardwalk,has_bar_onsite,feels_luxury,feels_chic,has_balcony_in_rooms,has_microwave_in_rooms,has_rooms_upgraded,has_sofa_bed,"Hello, how may I help you today?","Hi, I am going on a business trip to Florida, and I am looking to book a hotel for 1 week.",I will be glad to help you. In what city is your business trip exactly located?,My business trip is going to be at Miami Beach. I would really like my hotel to be in that area.,Of course. What kind of hotels appeal to you?,"Since this is a business trip, I would prefer something that is high-class and convenient.","The Crowne Plaza South Beach - Z Ocean Hotel would be a great fit for you! It has a business center, boardwalk, and an onsite bar which is convenient for business meetings.","That's very convenient, but what is the exact feel of the hotel?",The hotel is very elegant and chic. Our previous customers were very content and said it was filled with luxury.,That's just what I am looking for. Can you tell me the room amenities?,"Of course. The rooms are upgraded and has a balcony in each of the rooms. There is also a sofa bed, in the case that you feel like relaxing in the living room area. Additionally, there is a microwave if you want to warm up something to eat in your room.",That sounds great! May I have the address?,"Of course! I will book you your room and send you the information through your email. The hotel is located at 1437 Collins Avenue, Miami Beach, Fl 33139, United States.",Thank you very much.
Detroit Marriott at the Renaissance Center,"400 Renaissance Center, Detroit, MI 48243, USA",feels_relaxing,feels_contemporary,has_fitness_center,has_meeting_rooms,has_restaurant,popular_with_business_travelers,has_coffee_in_rooms,has_desk_in_rooms,has_minifridge_in_rooms,has_sofa_bed,"Hi, how may I help you today?","Hello, I am looking to find a hotel for my business trip.","Great! May I ask, where are you going and how long you will be staying?",Yes. I am looking for a hotel in Detroit as I will be staying there for a week.,"Let me look up some hotels that are great for business trips...I found the Detroit Mariott at the Renaissance Center. This hotel is conveniently located at 400 Renaissance Center, Detroit, MI 48243, USA.",Tell me some more about the hotel. How business friendly is it?,This hotel is very popular with business travelers. This hotel is very contemporary and it has meeting room for business customer's use.,Just what I am looking for. How about the room amenities?,"Since you may work long hours, I assure you that there is a desk and coffee provided in each of the rooms. There is also a sofa bed and minifridge for your convenience.",I see. What can I do to relax when I am not working?,"There is a relaxing feel to this hotel and the customer service is eager to make your stay enjoyable. When you want to work-out to relieve some stress, there is a fitness center conveniently located inside the hotel. It is stocked with the latest equipment and has free trainers to assist you.","I am attracted to the hotel already. However, I am bringing my wife and she loves to eat out. Is there somewhere I can take her to eat?","Yes. There is a restaurant inside the property. Our previous customers gave the restaurant five stars, so I am sure your wife will enjoy it.",Fantastic. Please book me.
Disney's Saratoga Springs Resort & Spa,"1960 Broadway, Lake Buena Vista, FL 32830, United States",has_child_care,has_area_play,feels_elegant,feels_luxury,has_bicycles_for_rent,feels_traditional,has_microwave_in_rooms,has_kitchen_in_room,has_laundry_in_rooms,has_minifridge_in_rooms,"Hi, how can I help you?","Hello, I need to find a room in Florida.",What is your trip for and where are you visiting?,I am going on a family trip with my kids and we wanted to go to Disney World.,"The Disney's Saratoga Springs Resort & Spa is the perfect hotel for you. It is located at 1960 Broadway, Lake Buena Vista, FL 32830, United States.",That sounds great for my kids!,"Yes, the property is suited for kids. The hotel has child care and an area for kids to play at.",Lovely. How about the overall feel of the hotel?,"Since this hotel is a traditional Disney hotel, you can expect a elegant and luxurious feel.",How about the room amenities?,"Each of the rooms are designated for long time stay. There is a kitchen with a microwave and minifridge. Additionally, there is a laundry.","Just what I was looking for. However, how about transportation options?",This hotel provides bicycles for rent.,"Perfect, sign me up!"
DoubleTree by Hilton Hotel & Suites Jersey City,"455 Washington Blvd, Jersey City, NJ 07310, USA",feels_contemporary,feels_modern,has_business_center,feels_casual,has_restaurant,has_meeting_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_kitchen_in_room,has_microwave_in_rooms,"Hi, how can I help you?","Hi, I need to find a hotel for my business trip.",Great. Where are you planning to go?,I need to find a hotel in Jersey city.,"I would like to recommend the DoubleTree by Hilton Hotel & Suites Jersey City. It is located at  455 Washington Blvd, Jersey City, NJ 07310, USA.",Perfect. Is the hotel good for business trips?,"Yes. When you walk into the hotel, it will have a modern and contemporary feel. Although this hotel was made for business customers, there is also a casual feel to make transactions comfortable.",That is just what I am looking for. Do you know if there are meeting rooms?,Yes. This hotel reserves meeting rooms for all business customers and even has a business center to suit your needs.,Perfect. Can I get some more information about the room amenities?,"All of the rooms have a minifridge, kitchen, and a microwave. Additionally, there is free coffee provided.","That's fantastic, but I am not much of a cook.",Do not worry. There is also a restaurant on the property and the food has great reviews.,What a relief. The place sounds great!
Embassy Suites by Hilton Los Angeles International Airport North,"9801 Airport Boulevard, Los Angeles, CA 90045, USA",feels_modern,has_business_center,feels_contemporary,has_airport_shuttle,feels_casual,has_bar_onsite,has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_microwave_in_rooms,"Hello, how can I help you? "," Hi, I am looking for a room to stay in Los Angeles., Thats great. May I ask where in Los Angeles you would like to stay?, I would like to stay near the airport. It is much more convenient, because I would like to relax right after my flight. "," Of course. I would like to recommend the embassy Suites by Hilton Los Angeles International Airport North. This hotel is located at 9801 Airport Boulevard, Los Angeles, CA 90045, USA. ", Can you give me more information about the hotel? , Of course. This hotel feels very modern and contemporary. There is an airport shuttle to take you straight from the airport to the hotel. ," Fantastic! By any chance, am I able to access a computer and printer? I need to print my files for work. "," There is a business center on site, which has computers and printers. You will be able to use it as a customer. ", That is a relief! Can you give me more information about the rooms? ," Each of the rooms have a balcony to see the Los Angeles view. Additionally, there is basic amenities like a minifridge, coffee, and a microwave. ", Is there a market nearby to catch a drink? , The hotel has an onsite bar that has a casual feel for you to grab a drink. ," Sounds great! Please,sign me up!",{},{}
Embassy Suites by Hilton New Orleans Convention Center,"315 Julia St, New Orleans, LA 70130, USA",feels_elegant,has_business_center,has_bar_onsite,feels_contemporary,feels_modern,has_convention_center,has_balcony_in_rooms,has_coffee_in_rooms,has_patio_in_rooms,has_microwave_in_rooms,"Hi, how can I help you?","Hi, I am looking for a hotel in Louisiana.",I can help you with that. Where in Louisiana are you looking for?,I am going on a business trip to New Orleans.,"Great! I would like to recommend the Embassy Suites by Hilton New Orleans Convention Center. It is located at 315 Julia St, New Orleans, LA 70130, USA.",Is it good for business?,Yes. This hotel has a convention center and a business center.,How does the hotel feel?,This hotel is modern and contemporary.,That sounds appealing! How about the room amenities?,"There is a balcony and patio found in each of the rooms, where you can look out towards the city. There is also a microwave and cofee.",Fantastic. I also need to catch a drink. Where can I do that?,There is an onsite bar which is very elegant.,Perfect! Book me a room!
Embassy Suites by Hilton Orlando International Drive Convention Center,"8978 International Dr, Orlando, FL 32819, USA",has_business_center,feels_modern,feels_upscale,has_bar_onsite,has_convention_center,has_restaurant,has_coffee_in_rooms,has_minifridge_in_rooms,has_microwave_in_rooms,has_rooms_upgraded,"Hi, how can I help you?","Hi, I need to travel to Florida and I need a room.",I will be glad to help you. Where in Florida are you traveling to?,"I am going for a business trip to Orlando, Florida. I need to be near the convention center.","Great. I recommend the Embassy Suites by Hilton Orlando International Drive Convention Center. It is located at 8978 International Dr, Orlando, FL 32819, USA.",Is this good for business travelers like me?,Yes. This hotel a convention center and even a business center.,How is the feel of the hotel? I need to bring some of my co-workers.,"This hotel has a upscale, yet modern feel. It is perfect for business travelers.",What about the room amenities?,"The rooms are upgraded. You can find a microwave, minifridge, and coffee in each of the rooms.","That's perfect, but I have no plans of eating in the rooms. I need the nearest food place or even a bar.",Do not worry. There is a onsite bar and restaurant which suits your needs.,That sounds great!
Embassy Suites by Hilton Waikiki Beach Walk,"201 Beach Walk, Honolulu, HI 96815, USA",feels_relaxing,feels_casual,has_business_center,has_fitness_center,has_meeting_rooms,has_wi_fi_free,has_balcony_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_sofa_bed,"Hi, how can I help you today?",I am going on a business trip to Hawaii and I would like to find a room.,I can certainly help you with that. What city are you looking for?,Our business trip is in Honolulu and I would like the hotel to be in the city.,"Let's see here...I would like to recommend the Embassy Suites by Hilton Waikiki Beach Walk. This hotel is located at 201 Beach Walk, Honolulu, HI 96815, USA.","Great, can I get some more information about the hotel?","Yes. This hotel has a casual theme and is very relaxing to stay at. Additionally, it is perfect for the business atmosphere.",That's fantastic. What amenities are found in the room?,"There is a balcony found in all rooms, in which you can view the beach. Additionally, there is a sofa bed, minifridge, and microwave in the rooms.",I see. I really need wi fi to finish my work. Does the room have wi fi?,Yes. This hotel provides free wi fi for all customers.,Fantastic. Is there a meeting room to host my business meetings?,"For your business transactions, the hotel will provide the meeting rooms. Additionally, there is a business center and even a fitness center.","Wow, I am impressed. Book me up."
Embassy Suites Chicago Downtown Magnificent Mile,"511 N Columbus Dr, Chicago, IL 60611, USA",feels_upscale,has_bar_onsite,has_business_center,has_free_breakfast,has_fitness_center,has_meeting_rooms,has_coffee_in_rooms,has_microwave_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,"Hello, how can I help you?"," Hi, I am looking for a hotel in Chicago for a business trip."," Great, I will be glad to help you. Can you please give me an idea of what kind of hotels that you like?"," I would like something luxurious, as it is hotel for my business team."," Let me see...I recommend the Embassy Suites Chicago Downtown Magnificent Mile hotel. It is located at 511 N Colombus Dr, Chicago, IL 60611, USA.  This hotel feels upscale and is the top hotel in town.", Is this hotel fit for business meetings?, Most definitely. This hotel has meeting rooms for all business customers and it also has a specified business center.," That's great! However, I cannot miss one day of my workout. Does this hotel have fitness rooms?"," Luckily, there is a fitness center which is accessible for all customers.", I am relieved. Can you please describe some of the room amenities?," Yes. All rooms are upgraded to maximize your comfort. There is a minifridge and microwave in the rooms. Additionally, there is coffee in the rooms when you need some caffeine.", Sounds comforting. Some of my meetings require a couple of drinks with the investors. What is the nearest bar?, There is actually a bar onsite that holds many brands of alcohol. I would also like to note that there is free breakfast available. , That's fantastic. Book me for the room!
Encore,"3131 South Las Vegas Boulevard, Las Vegas, NV 89109, USA",feels_upscale,has_casino,feels_luxury,has_bar_onsite,has_resort_fees,swanky_lodging,has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_wet_bar_in_rooms,has_soaking_tubs_in_rooms,"Hello, how can I help you today?",Hi. I am going on a vacation to Las Vegas and I want to stay at a top-class hotel.,That's great. Have you been there before?,"Yes, I have. I am actually looking for something very expensive to show off to my friends.","Let me see here... I would like to recommend the Encore. It is located near the strip and the exact address is 3131 South Las Vegas Boulevard, Las Vegas, NV 89109, USA. This hotel is very upscale and has high luxury class. Additionally, there is a swanky lodging.","Perfect! That is just what I am looking for. However, does the hotel have a casino? I would like to hit the slots, while in Las Vegas.","Yes, the encore has a casino. Additionally, there is also a bar onsite.",Can you describe the room amenities?,Of course. The rooms are upgraded and features floor to ceiling windows. These windows allow you to see the view of the strip.,Is there anything else that's more eye-catching?,"In the rooms, there is a wet bar and soaking tubs.",Is there a fee associated with the room price?,"Unfortunately, there are resort fees. However, this fee covers free wifi, access to the swimming pool, and much more.",That's great! I want a room at the Encore.
Fairfield Inn & Suites Gatlinburg North,"168 Parkway, Gatlinburg, TN 37738, United States",feels_relaxing,feels_casual,has_business_center,feels_upscale,has_parking,has_fitness_center,has_balcony_in_rooms,has_coffee_in_rooms,has_desk_in_rooms,has_minifridge_in_rooms,"Hi, how can I help you today?"," Hello, I am planning a trip to Tennessee and I need to find a room."," Great, I can help you with that. May I ask what city you are looking to visit?", I am actually going on a business trip to Gatlinburg and I want something that will allow me to work.," Let's see here...I recommend the Fairfield Inn & Suites Gatlinburg North. It is located at 168 Parkway, Gatlinburg, TN 37738, United States. It is perfect for business travelers."," Great, is it relaxing yet good for business?"," Yes. This hotel feels upscale, yet relaxing and casual. There is also a business center to let you work."," Perfect. I am actually bringing my car, so what do I need to do?"," This property has parking for customers, so do not worry about that.", Can you give me some information on the amenities?," Each of the rooms has a desk, which is a necessity when you work. You will also find a balcony, minifridge, and coffee provided in the rooms."," That's great. However, I workout every day and I need to find a gym.", Do not worry. There is a fitness center near the lobby and you will be able to use that., That sounds great!
Hard Rock Hotel Palm Springs,"150 S Indian Canyon Dr, Palm Springs, CA 92262, USA",feels_luxury,feels_modern,feels_elegant,feels_contemporary,feels_upscale,has_bar_onsite,has_fireplace,has_coffee_in_rooms,has_balcony_in_rooms,has_mini_bar_in_room,"Hi, how can I help you?",Hello. I am planning a trip to Palm Springs for 3 weeks and I am looking for a hotel to stay at.,"Perfect, I will be glad to help you. What kind of hotel are you looking for?","Since I am going on a vacation, I want to indulge in a high-class hotel.","I see. I recommend the Hard Rock Hotel Palm Springs. This hotel is located at 150 S Indian Canyon Dr, Palm Springs, CA 92262, USA. This hotel is perfect for you.","Lovely, can you give me the exact feel?","Of course. This contemporary hotel is very upscale, making if perfect for customers like you. It is modern, but has a luxury and elegant feel.","I want to be there already. I loving having shots at night, is there a bar nearby?","Fortunately, there is a bar onsite. It is open all day.",Perfect. What are the room amenities?,"As you enter the room, you will be able to see a large balcony. The rooms carry coffee and a mini bar in the rooms.",The mini bar sounds lovely. I am a bit concerned that it will be cold because of the winter storms.,Do not worry. Your room will have a fireplace which can keep you warm.,That sounds great. Please book me a room.
Hilton Garden Inn Gatlinburg,"635 River Rd, Gatlinburg, TN 37738, USA",feels_chic,has_business_center,feels_upscale,has_restaurant,has_wi_fi_free,has_swimming_pool_saltwater,has_balcony_in_rooms,has_fireplace,has_fire_pit,has_microwave_in_rooms,"Hello, what are you looking for today?","Hi, I am going on a business trip to Gatlinburg, TN. Could you find me a room?",Of course. Do you have any special requests?,"Yes. I want a hotel that has a saltwater swimming pool. After business work, I need to relax my skin.","Let's see here...I recommend you the Hilton Garden Inn Gatlinburg. This hotel is located at 635 River Rd, Gatlinburg, TN37738, USA. This hotel is the only one in the city that has the saltwater swimming pool.",Great! What is the property like?,The Hilton Inn has an upscale business center and feels very chic. Most of my business customers stay at this hotel and leave satisfied.,"Great, but I need to use my computer during the trip. Is there internet?",Yes. This hotel is great because it has free wi fi.,That's a relief. What can I do about food?,There is a restaurant that serves ethnic foods within the hotel or you can bring outside food and heat it up in the microwave in the rooms.,I see. What is the room like?,"There is a balcony found in all rooms. Fortunately, there is also a fireplace and fire pit to keep you warm during this cold winter season.",That sounds awesome. I am ready to book!
Holiday Inn Hotel and Suites Anaheim,"1240 S Walnut St, Anaheim, CA 92802, United States",has_airport_shuttle,feels_modern,has_fitness_center,has_restaurant,has_free_breakfast,has_swimming_pool_outdoor,has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_kitchenette_in_rooms,"Hello, how can I help you?","Hi, I am planning a trip to Disneyland and would like to stay at an affordable hotel in anaheim.",Great. I will be glad to help you with that. Are you coming by car or plane?,"I am riding a plane, so I would prefer a shuttle.","Let''s see here... I recommend the Holiday Inn Hotel and Suites Anaheim. This hotel is located at 1240 S Walnut St, Anaheim, CA 92802, United States. It has an airport shuttle, making it perfect for your trip.",Great. What does the hotel have?,This is a modern hotel that has a fitness center and outdoor swimming pool.,I love swimming! How about the food?,There is a restaurant that serves free breakfast in the morning!,How about the room amenities?,"There is a kitchenette that has a microwave and coffee in each of the rooms. Additionally, there is a desk for you to do some work.",Fantastic. I really wanted a kitchenette.,Would you like to book?,Yes! I am ready to book.
Holiday Inn Port Of Miami-Downtown,"340 Biscayne Boulevard, Miami, FL 33132, USA",feels_contemporary,has_bar_onsite,feels_modern,has_fitness_center,has_restaurant,has_free_breakfast,has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"Hello, how can I help you?","Hi, I am traveling to Miami and I needed to book a room for 2 days.",I can help you with that. May I ask what the purpose of your trip is?,I am going on a vacation and I would like to relax.,"Perfect. I recommend the Holiday Inn Port Of Miami-Downtown. This hotel is located at 340 Biscayne Boulevard, Miami, FL 33132, USA.",May I get a brief description of what the hotel is like?,Yes. This Holiday Inn is very contemporary and modern. It also has a very comfortable feel to make customers feel at home.,"I see. However, I cannot live a day without exercising. Is there a gym?","Fortunately, there is a fitness center that is accessible to all customers.",Great! How about food and drinks?,"There is a restaurant onsite that serves free breakfast starting at 6 AM. If you want to grab a drink, there is also an onsite bar that holds exotic alcohol brands from all over the world.",Amazing. How about the rooms? What are they like?,"The rooms have a modern desk for you to use your computer. Additionally, there is a microwave and a minifridge for customers who like to bring their own foods. There is also free coffee provided to use with the Keurig.",That's great! Please book me the room.
Hooters Casino Hotel,"115 E Tropicana Ave, Las Vegas, NV 89109, USA",feels_casual,has_casino,feels_upscale,has_bar_onsite,has_resort_fees,has_fitness_center,feels_modest,has_coffee_in_rooms,has_room_service,has_rooms_upgraded,"Hello, how can I help you today?","Hi, I am planning a trip to Las Vegas for a week. Can you help me find a hotel?",Of course. Do you have any preferences?,I prefer a modest hotel room. I do not want something so extravagant.,"I see. I would recommend the Hooters Casino Hotel, as the rooms feels very modest. This hotel is located at 115 E Tropicana Ave, Las Vegas, NV 89109, USA.",Does it have a casino? I mean it is Las Vegas and I want to hit the slot machine.,Of course. This hotel has an upscale casino and even an onsite bar with a casual feel.,"That is perfect, I did want to catch some drinks on this trip. Can I get more information about the resort fee? Why is there a fee?",The resort fee is a small charge that is applied to give customers access to the all-day fitness center and the high-class room service.,That is agreeable. How about the rooms? Are they old and smell of smoke?,"Actually, the rooms are upgraded and have no sign of smoke and deterioration. The room service keeps this hotel at a five-star comfort quality.",Perfect. You have to tell me that there is free coffee.,Do not worry. Coffee is provided in all rooms. I will be sure to put a note to include extra coffee.,Thank you. I am ready to book this hotel!
Hotel Edison,"228 West 47th Street, New York, NY 10036, USA",has_bar_onsite,has_ballroom,feels_no_frills,has_business_center,has_fitness_center,has_onsite_cafe,has_desk_in_rooms,has_coffee_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,"Hi, how can I help you today?","I am going on a vacation to New York, New York and I wanted to find a hotel. I will be staying for 3 days.",I will be glad to help you. May I first ask what kind of hotels you like?,Of course. I really like hotels that has everything in one place.,"I see. I would like to recommend to you the Hotel Edison. This hotel is located at 228 West 47th Street, New York, NY 10036, USA.",Can you give me more information about the hotel?,"Gladly! This hotel is just what you are looking for. It has an onsite bar, onsite cafe, ballroom, business center, and even a fitness center.","Wow, that is very appealing. However, I am also on a tight budget.",This hotel is perfect then! This hotel feels no frills. What this means is that the non-essential features have been removed to keep the price low.,Perfect. What are the room amenities then?,"All of the rooms are upgraded in this hotel. You can find a desk, minifridge, and coffee in all of the rooms.",That sounds very lovely. Can I have the hours for the fitness center and cafe?,The fitness center is open all day for hardcore athletes. Additionally the cafe is open from 6 AM to 12 AM. Are you ready to book?,Yes I am. Thank you!
Hotel Indigo San Diego-Gaslamp Quarter,"509 9th Ave, San Diego, CA 92101, USA",feels_casual,feels_upscale,feels_contemporary,has_bar_onsite,feels_chic,has_business_center,has_coffee_in_rooms,has_hardwood_floor_rooms,has_rooms_upgraded,is_airy,"Hi, how can I help you?",Hello. I am going on a trip to San Diego and I want to find a room.,I can help you with that. Can you describe your preferences?,I am a very affluent businessman and I would like to find a hotel that portrays that.,"Let's see here. The Hotel Indigo San Diego-Gaslamp Quarter is the perfect match for you. This hotel is located at 509 9th Ave, San Diego, CA 92101, USA.",What is appealing about this hotel?,This upscale hotel has a contemporary layout that feels very chic. All of my previous customers say that they feel underdressed walking into this hotel due to its high luxury.,That is just what I am looking for. Would I be able to access a computer and printer here?,"Fortunately, there is a business center for all customers. The business center has all technological needs that anyone could imagine, including computers and printers.",Perfect! Where can I catch some late night drinks?,There is a casual onsite bar near the lobby. This bar has been known for its exotic drinks.,I see. How about the rooms? What are the rooms like?,"The upgraded rooms are very special, as they have hardwood flooring. It is very airy and spacious. Additionally, free coffee is provided in many different flavors.",That sounds great! Book me today.
